1-UP	1-up
ssip	pussy
ssis	to wash
sswaegi	gore
sudo	metropolis
suknyeo	miss
sul	bed bug
sul	bug
sul	knee
sul	louse
sul	massive
sul	parasite
sumtong	trachea
sung	advance
sung	arise
sung	ascend
sung	avail oneself of
sung	crops
sung	excel
sung	flies
sung	gallon
sung	govern
sung	hoist
sung	matted hair
sung	measure
sung	monk
sung	peace
sung	peaceful
sung	quart
sung	receive
sung	rescue
sung	rise
sung	rope
sung	succeed
sung	victory
sup	dike
sup	fear
sup	forest
sup	illness
sup	inherit
sup	pleat
sup	practice
sup	raid
sup	swamp
sup	terrified
sup	tidy up
sup	wet
supur	bush
suyoil	Wednesday
sway	berate
sway	brush
sway	busted
sway	chains
sway	fragments
sway	hurt
sway	interrogate
sway	murder
sway	padlock
sway	petty
sway	scatter
sway	scrub
sway	smash
sway	sprinkle
sway	troublesome
sway	vilify
swi	alter
swi	burn
swi	deputy
swi	dye
swi	kill
swi	soak
swi	swim
swi	temper
swi	to breathe
swu	Guangzhou
swu	accompany
swu	anxiety
swu	ashamed
swu	bamboo basket
swu	be anxious
swu	bear
swu	beard
swu	beast
swu	become emaciated
swu	berate
swu	bestial
swu	blind
swu	bone marrow
swu	border
swu	carry
swu	cave
swu	clear throat
swu	clear-eyed
swu	collect
swu	collectively
swu	commander-in-chief
swu	confer
swu	confine
swu	constellation
swu	convict
swu	corrode
swu	count
swu	cultivate
swu	deep
swu	defend
swu	dogwood
swu	down
swu	drench
swu	dried meat
swu	ear of grain
swu	eat
swu	elder
swu	elegant
swu	emaciated
swu	embroider
swu	embroidery
swu	erect
swu	even if
swu	evil influence
swu	evil spirit
swu	fate
swu	first
swu	flint stone
swu	flowering
swu	follow along
swu	gay
swu	give to
swu	hand
swu	harvest
swu	head
swu	hide
swu	interrogate
swu	investigate
swu	leader
swu	let down
swu	life span
swu	liquid
swu	listen to
swu	meager
swu	meal
swu	moment
swu	mountain peak
swu	necessary
swu	number
swu	offer
swu	old age
swu	old man
swu	ornament
swu	oxalic
swu	pacify
swu	perpendicular
swu	plant
swu	poem
swu	profound
swu	pure
swu	receive
swu	recompense
swu	repair
swu	require
swu	rinse
swu	rival
swu	scour
swu	search
swu	search for
swu	seek
swu	select
swu	sell
swu	set up
swu	several
swu	shame
swu	shy
swu	signal fire
swu	sister-in-law
swu	sleep
swu	sleeve
swu	special
swu	stare at
swu	stay overnight
swu	study
swu	substances
swu	surname
swu	suspend
swu	swamp
swu	tassel
swu	then
swu	thereupon
swu	toast
swu	torch
swu	tree
swu	tunnel
swu	unadulterated
swu	uninhibited
swu	unit of weight
swu	upright
swu	urinate
swu	vertical
swu	vilify
swu	whiskers
swuk	arrange
swuk	begin
swuk	beginning
swuk	charming
swuk	constellation
swuk	dawn
swuk	familiar with
swuk	father’s younger brother
swuk	hastily
swuk	lucerne
swuk	pay respects
swuk	previous
swuk	reverently
swuk	ripe
swuk	stay overnight
swuk	suddenly
swuk	tall tree
swuk	well-cooked
swul	art
swul	method
swul	narrate
swul	needle
swun	bamboo shoot
swun	bamboo shoots
swun	blink
swun	clean
swun	comply with
swun	consult
swun	cord
swun	cross bar
swun	cruise
swun	cyanogen
swun	dazzled
swun	display
swun	doze
swun	earnestly
swun	excellent horse
swun	fast
swun	flash
swun	follow
swun	hibiscus
swun	honest
swun	horizontal bar
swun	inquire into
swun	instrument
swun	joint
swun	lips
swun	nap
swun	nod
swun	obedient
swun	obey
swun	patient
swun	period of time
swun	plant
swun	quail
swun	rich
swun	shield
swun	sincere
swun	surname
swun	ten-day period
swun	tendon
swun	transient
swun	true
swun	trust
swun	unmixed
swung	celery
swung	high mountain
swung	honor
swung	lofty
syampein	champagne
syampu	shampoo
syeli	sherry
syeliju	sherry
sysadmin	sysadmin
systemroot	systemroot
syuchechin	Szczecin
syutaji	Stasi
sæ	fowl
t	t
ta	daddy
ta	much
ta	over
ta	tea
ta	to burn
taNsin	you
taepung	typhoon
tal	Tatars
tal	arrive at
tal	chastise
tal	door
tal	gate
tal	grieved
tal	intelligent
tal	jaundice
tal	otter
tal	whip
tal	worried
tallyum	thallium
tam	bear a burden
tam	blanket
tam	carry
tam	chew
tam	clear
tam	collapse
tam	conversation
tam	courage
tam	dark
tam	deep
tam	earthenware jar
tam	eat
tam	entice
tam	extensive
tam	gall bladder
tam	jug
tam	lake
tam	landslide
tam	nettle
tam	overcast
tam	peace
tam	personal name
tam	placid
tam	private
tam	profound
tam	quiet
tam	reach to
tam	small jar
tam	spittle
tam	surname
tam	talk
tam	tasteless
tam	unclear
tam	watery
tan	altar
tan	aspen
tan	ball
tan	bared
tan	beginning
tan	brief
tan	carry
tan	cause
tan	cinnabar
tan	concentrated
tan	courage
tan	crush
tan	cut
tan	cut off
tan	dawn
tan	day
tan	dewy
tan	drought
tan	dry
tan	egg
tan	eggs
tan	examination hall
tan	exhausted
tan	extreme
tan	fate
tan	gall bladder
tan	hardwood
tan	head
tan	hedgehog
tan	hem
tan	hog
tan	however
tan	individual
tan	interrupt
tan	kick
tan	lacking
tan	lay bare
tan	lone
tan	lump
tan	margin
tan	meat
tan	morning
tan	naked
tan	only
tan	paid
tan	porcupine
tan	rapids
tan	rice ball
tan	sad
tan	satin
tan	section
tan	short
tan	sincere
tan	single
tan	slippery
tan	specialized
tan	strip
tan	surname
tan	tan
tan	temper
tan	term of abuse
tan	true
tan	truth
tan	vermilion
tang	Chinese
tang	Tang Dynasty
tang	accept
tang	advice
tang	block
tang	boring tool
tang	bump into
tang	candy
tang	crosspiece
tang	dike
tang	earrings
tang	faction
tang	frying pan
tang	government office
tang	hall
tang	just
tang	look at
tang	malt sugar
tang	mantis
tang	pants
tang	parry
tang	pond
tang	pool
tang	shelf
tang	simple
tang	speak out
tang	sticky
tang	sugar
tang	sugared
tang	sunscreen
tang	supposing
tang	sweets
tang	syrup
tang	tank
tang	ward off
tanso	carbon
tap	assent to
tap	assorted
tap	joined
tap	repeated
tap	reply
tap	return
tap	rice field
tap	step on
tapireu	tapir
tasôt	five
tay	army unit
tay	bag
tay	belt
tay	big
tay	black
tay	borrow
tay	carry
tay	castrate
tay	correct
tay	desk
tay	era
tay	ferrule
tay	group
tay	hate
tay	hatred
tay	instrument
tay	lend
tay	lookout
tay	opposed
tay	pardon
tay	pestle
tay	platform
tay	receive
tay	replace
tay	servant
tay	support
tay	table
tay	tortoise shell
tay	unit
tay	wait
tay	wicked
tayk	grave
tayk	home
tbsp	tbsp
teibeul	table
tek	ethics
tek	virtue
teol	hair
teureongkeu	car boot
teşkîlat	organization
tga	tga
tha	Struthio camelus
tha	another
tha	attack
tha	brag
tha	camel
tha	carry on back
tha	carry on the back
tha	cistern
tha	degenerate
tha	droop
tha	earlobe
tha	exaggerated
tha	exhausted
tha	fight
tha	flow
tha	hash
tha	he
tha	helm
tha	hide
tha	hillock
tha	humpbacked
tha	implicate
tha	jade
tha	lazy
tha	load
tha	moat
tha	ostrich
tha	oval-shaped
tha	pack horse
tha	place name
tha	pool
tha	prolong
tha	read aloud
tha	roar
tha	rough terrain
tha	saliva
tha	satisfactory
tha	scold
tha	she
tha	shout at
tha	sink
tha	slip
tha	snakefish
tha	spit
tha	streams
tha	strike
tha	surname
tha	tow
tha	vacillate
tha	wind
tha	wonder at
thak	ask
thak	bamboo shoots
thak	beak
thak	bell
thak	bright
thak	cleanse
thak	clear
thak	commission
thak	consider
thak	depute
thak	destroy
thak	dribble
thak	excel
thak	expand
thak	far
thak	filthy
thak	get ahead
thak	let drop
thak	manner
thak	noticeable
thak	open up
thak	order
thak	pace
thak	peck
thak	profound
thak	pull up
thak	quarrel
thak	rely on
thak	rinse
thak	rip open
thak	roar
thak	sack
thak	scold
thak	select
thak	split
thak	strange
thak	stride
thak	support
thak	surname
thak	system
thak	young girl
thal	duty
thal	strip
thal	take by force
thal	take off
thal	tax
thal	taxes
tham	be negligent
tham	covet
tham	covetous
tham	gobble
tham	hinder
tham	indulge in
tham	locate
tham	nervous
tham	search
tham	stare at
tham	timorous
than	absorb
than	apportion
than	bared
than	bear children
than	birth
than	carbon
than	charcoal
than	coal
than	dappled
than	deep-fry
than	engulf
than	flat
than	float
than	lay bare
than	many
than	naked
than	pant
than	paralysis
than	pellet
than	rapids
than	rend
than	sandbar
than	self-possessed
than	shrink from
than	sigh
than	sincere
than	spread out
than	strip
than	swallow
than	use up
than	utmost
thang	candy
thang	cave dwelling
thang	cleanse
thang	hot water
thang	iron clothes
thang	pool
thang	public funds
thang	rock
thang	scald
thang	soup
thang	stone quarry
thang	sugar
thang	sweets
thang	swing
thang	toss about
thang	treasury
thang	wash
thap	absent-minded
thap	add to
thap	attach to
thap	bed
thap	collapse
thap	gobble
thap	rub
thap	sole
thap	tower
thay	bearing
thay	bequeath
thay	big
thay	blowfish
thay	carry
thay	cash
thay	catch
thay	dam
thay	dangerous
thay	dull
thay	dull-minded
thay	embryo
thay	endanger
thay	excessive
thay	exchange
thay	extreme
thay	great
thay	lichen
thay	much
thay	neglect
thay	platform
thay	pointed
thay	reach
thay	remiss
thay	scour
thay	seize
thay	sharp
thay	strip
thay	surname
thay	take off
thay	trample
thay	unit
thay	weight
thay	when
thayk	brilliance
thayk	fertile
thayk	grave
thayk	home
thayk	moist
thayk	pick out
thayk	swamp
thayng	brace
thayng	picture
thayng	push off
thayng	support
the	disperse
the	set forth
tho	ask for
tho	cough up
tho	demand
tho	discuss
tho	dun
tho	envelope
tho	hare
tho	marry
tho	soil
thon	creak
thon	gobble up
thon	ton
thong	ache
thong	bamboo pipe
thong	be moved
thong	bitter
thong	bucket
thong	cave
thong	communicate
thong	control
thong	fishhook
thong	grotto
thong	hole
thong	in pain
thong	keg
thong	mourn
thong	pipe
thong	ravine
thong	sad
thong	sadness
thong	unite
thoy	candid
thoy	club
thoy	collapse
thoy	crowd
thoy	disintegrate
thoy	esteem
thoy	expel
thoy	fade
thoy	fall in ruins
thoy	fall off
thoy	legs
thoy	mallet
thoy	pile up
thoy	pursue
thoy	push forward
thoy	retreat
thoy	ruined
thoy	strike
thoy	strip
thuk	borrow
thuk	changeable
thuk	distinguished
thuk	err
thuk	evil
thuk	excessive
thuk	lend
thuk	mistake
thuk	pardon
thuk	too
thwu	Chongqing
thwu	burglar
thwu	cast
thwu	change
thwu	contend
thwu	dice
thwu	envelope
thwu	envious
thwu	jump
thwu	pass through
thwu	steal
tiket	ticket
tikkeul	powder
tn	tons
to	all
to	bandit
to	banner
to	beat
to	block of wood
to	blockhead
to	boat
to	carry
to	clean out
to	cleanse
to	compete
to	conduct
to	consider
to	course
to	covetous
to	creeper
to	cross
to	dance
to	delighted
to	diagram
to	dissolute
to	dodder
to	dodge
to	drop down
to	drum
to	elegant
to	entreat
to	envelope
to	escape
to	fall over
to	ferry
to	follower
to	gamble
to	glutinous rice
to	go on foot
to	go to
to	grapes
to	grieve
to	grieved
to	howl
to	hull
to	illuminate
to	island
to	knife
to	leap
to	leaven
to	lie down
to	look at
to	manner
to	marriage
to	massacre
to	measure
to	method
to	metropolis
to	move
to	oar
to	observe
to	overflow
to	paint
to	path
to	peach
to	picture
to	plate
to	pottery
to	pray
to	prayer
to	prevent
to	pull out
to	rice plant
to	row
to	scabbard
to	sheath
to	sheathe
to	silk cloth
to	smear
to	steal
to	stop up
to	stupid
to	surname
to	system
to	take out
to	take turns
to	talkative
to	thresh
to	torrent
to	tumulus
to	wag
to	wail
to	wall
to	weed out
to	wine
to	witness
toek	jowl
tok	India
tok	alone
tok	bald
tok	bamboo
tok	calf
tok	case
tok	casket
tok	closet
tok	corrupt
tok	ditch
tok	documents
tok	poisonous
tok	pronounce
tok	read
tok	sincere
tok	soiled
tok	supervise
tok	surname
tok	venom
tok	wardrobe
tok	writing tablet
tol	bulge out
tol	rock
tol	stone
tol	unexpectedly
tomijeum	Thomism
ton	arrange
ton	candid
ton	confused
ton	dim
ton	escape
ton	esteem
ton	hide
ton	kowtow
ton	mound
ton	murky
ton	shield
ton	sincere
ton	stew
ton	stop
ton	store
ton	suckling pig
ton	sunrise
tong	Chrysanthemum coronarium
tong	action
tong	be fond of
tong	big
tong	body
tong	brass
tong	cave
tong	child
tong	cold
tong	damp
tong	east
tong	field
tong	freeze
tong	hole
tong	ignorant
tong	irresolute
tong	jelly
tong	labor
tong	large intestine
tong	lofty
tong	love
tong	move
tong	name
tong	page
tong	pains
tong	pupil of eye
tong	rainbow
tong	rainstorm
tong	ravine
tong	red
tong	rude
tong	same
tong	supervise
tong	surname
tong	together with
tong	tree
tong	virgin
tong	winter
tong	work
tong	yearn for
toron	discussion
tsp	tsp
ttaemun	because
ttaeri	to hit
ttal	daughter
tteoleoji	to fall
tteu	to float
tuk	acquire
tul	two
tung	bench
tung	cliff
tung	copy
tung	cord
tung	equal
tung	etc
tung	fly
tung	gallop
tung	grade
tung	lamp
tung	lantern
tung	mount
tung	orange
tung	prance
tung	rank
tung	rattan
tung	rise
tung	run
tung	stool
tung	surname
tung	tie up
tung	vines
tung	wait
tut	hear
twu	abdomen
twu	allure
twu	be weary of
twu	bean-shaped
twu	belly
twu	boss
twu	bowels
twu	capital
twu	corrupt
twu	dislike
twu	explain
twu	first
twu	head
twu	hole
twu	liquid measure
twu	moth
twu	neck
twu	peas
twu	pouch
twu	prevent
twu	pronounce
twu	read
twu	restrict
twu	rouse
twu	smallpox
twu	soil
twu	steep
twu	sudden
twu	surname
twu	tadpole
twu	top
twun	arrange
twun	bury
twun	buttocks
twun	camp
twun	dull
twun	dull-witted
twun	escape
twun	flat
twun	flee
twun	foolish
twun	hesitate
twun	hide
twun	kowtow
twun	metric ton
twun	obtuse
twun	station
twun	stop
twun	village
uisa	doc
ul	parentage
ul	second
ul	swallow
um	be dumb
um	bellow
um	cliffs
um	contented
um	dark
um	drink
um	hum
um	lewd
um	om
um	peak
um	pitch
um	protect
um	recite
um	secret
um	shade
um	steep
um	swallow
un	argumentative
un	attentive
un	boundary
un	cautious
un	craving
un	dispute
un	flourishing
un	great
un	gums
un	hear
un	hide
un	kindness
un	lurk
un	moreover
un	obey
un	open secret
un	precious stone
un	rash
un	respectful
un	ridgepole
un	secret
un	silver
un	speak
un	understand
un	wealth
un	willing
un	words
ung	bear
ung	chest
ung	coagulate
ung	congeal
ung	doubt
ung	eagle
ung	freeze
ung	ought to
up	bale out
up	bright
up	cry
up	district
up	salute
up	sob
up	unhappy
up	wet
up	yield
uran	garden
uri	we
urimal	Korean
us	to laugh
usan	umbrella
uy	admirable
uy	admire
uy	ant
uy	ants
uy	appropriate
uy	ceremony
uy	cliff
uy	clothing
uy	compare with
uy	consent
uy	consult
uy	depend on
uy	doubt
uy	draft
uy	friendship
uy	hang
uy	heal
uy	lotus seed
uy	medical
uy	opinion
uy	precipitous
uy	propose
uy	rely on
uy	resolute
uy	righteousness
uy	rotten
uy	seat
uy	shore
uy	skin
uy	sob
uy	stingy
uy	suitable
uy	swirling
uy	think
uyu	cow milk
uyu	milk
v.감금하다 n.감금	confine
vCard	vCard
vcs	vcs
volt	volts
w	watts
wa	and
wa	cave
wa	cheat
wa	crouch
wa	depression
wa	false
wa	frog
wa	girl
wa	hiding place
wa	hollow
wa	inveigle
wa	lettuce
wa	lie down
wa	maid
wa	move
wa	nest
wa	pit
wa	snail
wa	swamp
wa	swindle
wa	swirl
wa	tile
wa	vault
wa	vomit
wa	with
wa	wrong
wal	say
wan	alarmed
wan	basin
wan	be sorry
wan	bowl
wan	close
wan	club-rush
wan	complete
wan	congenial
wan	crooked
wan	cup
wan	custom-house
wan	daub
wan	delay
wan	dish
wan	dyke
wan	enjoy
wan	garden
wan	jade
wan	obstinate
wan	park
wan	peas
wan	play
wan	recalcitrant
wan	relation
wan	restrained
wan	rinse
wan	scoop out
wan	slow
wan	smiling
wan	trim
wan	whole
wan	wrist
wang	crooked
wang	deceive
wang	deep
wang	go
wang	increase
wang	king
wang	lame
wang	past
wang	prosper
wang	prosperous
wang	royal
wang	scare
wang	superior
wang	surname
wang	travel
wang	useless
wang	walk along
way	awry
way	baby
way	doll
way	dwarf
way	dwarfish
way	frog
way	inclined
way	low
way	pretty girl
way	short
way	slant
wel	battle-axe
wel	go beyond
wel	month
wel	moon
wel	more
wen	aid
wen	ambition
wen	ape
wen	axle
wen	bay
wen	beautiful woman
wen	circle
wen	cite
wen	co-worker
wen	complete
wen	court
wen	creep
wen	crooked
wen	die
wen	dollar
wen	encircle
wen	enmity
wen	far
wen	first
wen	flow
wen	garden
wen	grievance
wen	head
wen	joke
wen	jokes
wen	lead
wen	let fall
wen	low wall
wen	mansion
wen	member
wen	origin
wen	park
wen	poisonous plant
wen	profound
wen	robe
wen	round
wen	school
wen	sea turtle
wen	sincere
wen	slip
wen	source
wen	spring
wen	staff member
wen	surname
wen	surround
wen	then
wen	want
wen	wish
wen	yen
weu	weu
wi	act
wi	bald
wi	be
wi	be apart from
wi	be called
wi	bogus
wi	comfort
wi	counterfeit
wi	curving
wi	dangerous
wi	defend
wi	dominate
wi	dwarf
wi	dwarfish
wi	extraordinary
wi	feed
wi	flourishing
wi	gate
wi	glowing
wi	gorgeous
wi	hedgehog
wi	high
wi	impotence
wi	living quarters
wi	look upward
wi	luxuriant
wi	name
wi	officer
wi	ornamental
wi	paralysis
wi	place name
wi	position
wi	power
wi	powerful
wi	press
wi	proper
wi	proud
wi	rank
wi	rare
wi	reed
wi	right
wi	robust
wi	say
wi	seat
wi	send
wi	sigh
wi	steamed bread
wi	stomach
wi	surname
wi	surround
wi	swagger
wi	throne
wi	ugly
wi	upright
wi	violate
wi	whip
wi	wither
wi	woof
widget	widget
wma	wma
wmi	wmi
wol	month
wolyoil	Monday
wonja	atom
wonjaryang	atomic mass
wu	abstruse
wu	actor
wu	again
wu	agate
wu	alms bowl
wu	anxious
wu	basin
wu	bellow
wu	bull
wu	coincidently
wu	come across
wu	cup
wu	damage
wu	dawn
wu	deficient
wu	distort
wu	district
wu	doe
wu	doltish
wu	door hinge
wu	dwell
wu	eaves
wu	especially
wu	fail
wu	feather
wu	female deer
wu	fraternity
wu	friend
wu	gasping for breath
wu	go to
wu	grieved
wu	happy
wu	herd
wu	house
wu	idol
wu	lodge
wu	lotus root
wu	many
wu	melancholy
wu	moan
wu	om
wu	on
wu	pivot
wu	plume
wu	post office
wu	postal
wu	protect
wu	protection
wu	rain
wu	rainy
wu	remote place
wu	residence
wu	right
wu	right-wing
wu	sad
wu	self-reliant
wu	small bell
wu	stag
wu	structure
wu	superior
wu	surname
wu	taro
wu	tooth decay
wu	twist
wu	west
wu	wings
wuk	anxious
wuk	bright
wuk	bright light
wuk	brilliance
wuk	dazzling
wuk	enjoin
wuk	grieved
wuk	moan
wuk	profound
wuk	radiant
wuk	refined
wuk	rising sun
wuk	sad
wuk	sweet-smelling
wuk	warm
wuk	warmth
wul	dense
wul	luxuriant
wul	moody
wul	officer
wul	ornamental
wun	billows
wun	clouds
wun	confused
wun	consult
wun	deliberate
wun	die
wun	faint
wun	fall
wun	fog
wun	fortune
wun	let fall
wun	numerous
wun	perish
wun	rhyme
wun	rue
wun	ship
wun	slip
wun	speak
wun	trick
wun	vanish
wun	vowel
wun	weed
wung	bear
wung	bright
wung	brilliant
wung	hero
wung	manly
wung	surname
x64	x64
x86	x86
ya	also
ya	assuming
ya	by night
ya	cast
ya	evil
ya	field
ya	grandfather
ya	make fun of
ya	night
ya	nude
ya	offend
ya	palm tree
ya	similar
ya	slanting
ya	smelt
ya	so
ya	strip
ya	wilderness
yagan	night
yak	assuming
yak	bright
yak	delicate
yak	drugs
yak	fiery
yak	final particle
yak	flute
yak	jump
yak	key
yak	lock
yak	medicine
yak	obedient
yak	orrisroot
yak	outline
yak	pass by
yak	pipe
yak	ransack
yak	roughly
yak	rushes
yak	sacrifice
yak	sardine
yak	similar
yak	treaty
yak	united
yak	weak
yak	woodwind instrument
yakeu	yak
yakuja	yakuza
yang	abundant
yang	aspen
yang	beam
yang	brawl
yang	bridge
yang	bright
yang	complete
yang	cool
yang	disheartened
yang	excuse
yang	exorcise
yang	false
yang	fat
yang	feign
yang	ferment
yang	fill
yang	flame
yang	flowing
yang	fly
yang	foreign
yang	form
yang	goat
yang	good
yang	help
yang	hesitating
yang	hurriedly
yang	illness
yang	indisposition
yang	infection
yang	insert
yang	itch
yang	light
yang	loam
yang	measure
yang	melt
yang	mother
yang	ocean
yang	ounce
yang	overflow
yang	permit
yang	praise
yang	presume
yang	provisions
yang	rafters
yang	raise
yang	rear
yang	repel
yang	rich
yang	ripple
yang	rising sun
yang	roast
yang	scatter
yang	scorch
yang	sheep
yang	smelt
yang	stray
yang	sun
yang	sunshine
yang	support
yang	surname
yang	take by force
yang	troubled
yang	two
yang	ulcers
yang	undress
yang	urgent
yang	waves
yang	western
yangseongja	proton
yd	yards
yd²	yards²
yd³	yards³
ye	and
ye	as if
ye	bear
ye	black
ye	copy
ye	cottage
ye	dislike
ye	doubt
ye	eat
ye	elegant
ye	encourage
ye	envy
ye	excess
ye	feminine
ye	filter
ye	for
ye	give
ye	grant
ye	handsome
ye	journey
ye	like
ye	many
ye	me
ye	musical note
ye	palanquin
ye	public opinion
ye	reeds
ye	resentment
ye	roots
ye	sharpen
ye	strive
ye	supposing
ye	surname
ye	surplus
ye	to
ye	travel
ye	traveler
ye	vegetables
ye	whetstone
ye	with
ye	woman
ye	write down
ye	you
yebang	vaccination
yek	also
yek	be pleased
yek	change
yek	decode
yek	district
yek	ditch
yek	easy
yek	encode
yek	epidemic
yek	era
yek	interpret
yek	laborer
yek	land
yek	likewise
yek	past
yek	power
yek	rebel
yek	relay station
yek	separated
yek	serve
yek	service
yek	stratus
yek	threshold
yek	translate
yekeondae	for example
yel	arrange in order
yel	bad
yel	choke
yel	contented
yel	examine
yel	fever
yel	fiery
yel	heat
yel	hiccup
yel	hot
yel	line
yel	pharynx
yel	pleased
yel	rend
yel	restless
yel	scold
yel	shout
yel	slightly
yel	speak
yel	split
yel	stammer
yel	throat
yel	upbraid
yel	zeal
yem	be contagious
yem	be familiar with
yem	be satiated
yem	beard
yem	beautiful
yem	billowing
yem	blaze
yem	blind
yem	contented
yem	detest
yem	dye
yem	harvest
yem	hot
yem	infect
yem	jewel
yem	lush
yem	mole
yem	mulberry
yem	mustache
yem	nightmare
yem	salt
yem	satiate
yem	satiated
yem	successively
yem	surname
yem	tender
yem	thick
yem	think of
yem	twist
yem	upright
yem	wavy
yem	weak
yen	New Year’s
yen	abyss
yen	adjoin
yen	ally
yen	beautiful
yen	blaze
yen	blazing
yen	boundary
yen	brimming
yen	burn
yen	cause
yen	certainly
yen	choose
yen	citrus
yen	condense
yen	connect
yen	continuous
